Datum ,DienststelleBeschreibung ,Wert
13.03.2012 ,Zentrale ,Mutter Teresa
??? ,Zentrale ,3 gerahmte Bilder
??? ,Zentrale ,Schwert
??? ,Zentrale ,Rahmen mit Silberfiguren
??? ,Zentrale ,Kleiner Wandläufer
"","",Holzkiste mit Silberfrosch +
??? ,Zentrale ,Grüne Schale
02.12.2010 ,Zentrale ,Rahmen mit Goldfigur
15.12.2010 ,Zentrale ,Tischdecke/ Überwurf
01.12.2011 ,Zentrale ,CD
01.12.2011 ,Zentrale ,CD-Sammlung
18.10.2011 ,Zentrale ,Porzellanfigur
"","",Weihnachstgeschenke 2011,""
01.12.2011 ,Zentrale ,Druck Sondermarke,""
04.01.2012 ,Zentrale ,Tischdecke,""
15.02.2012 ,Zentrale ,Silberner Stift,""
15.02.2012 ,Zentrale ,Holzkästchen,""
15.02.2012 ,Zentrale ,Silbernes Kästchen,""
15.02.2012 ,Zentrale ,Holzskulptur,""
15.02.2012 ,Zentrale ,Teekanne,""
12.07.2012 ,Zentrale ,Silberschale,""
??? ,Zentrale ,Teetassen,""
??? ,Zentrale ,Holzaufsteller (mit Gold verziert),""
??? ,Zentrale ,Skyline (Glas),""
??? ,Zentrale ,Glasaufsteller,""
"","",Diverse Bücher -,""
??? ,Zentrale ,Weihnachtsgeschenke,""
??? ,Zentrale ,Babuschka,""
??? ,Zentrale ,Teppich,""
??? ,Zentrale ,Figur mit Schnaps,""
08.03.2012 ,Harare ,"Goldmünze (32 karat, 40 gr.) ","ca. 1600,--"
08.03.2012 ,Zentrale ,Parfum „Amouage Gold“ ,"ca. 200,--"
02.03.2012 ,Bern ,Tuch „Königliche Bayern Edition“,""
14.03.2012 ,Zentrale ,"Bild einer Uni, brauner Rahmen",""
"","","Bild, spielende Kinder mit",""
14.03.2012 ,Zentrale ,goldbraunem Rahmen,""
"","","Buch mit Teppichmotiven,",""
14.03.2012 ,Zentrale ,lilafarbener Einband,""
"","",4 quadratische Münzen in,""
14.03.2012 ,Zentrale ,dunkelbraunem Lederkasten,""
14.03.2012 ,Zentrale ,"Ölbild, Tasse mit Blumen",""
20.03.2012 ,Zentrale ,Windlicht aus Holz geschnitzt,""
"","",Mont Blanc Kugelschreiber +,""
05.03.2012 ,Djidda ,Mont Blanc Lederbörse,""
"","","1 Krawattennadel, 1 Paar",""
"","","Manschettenknöpfe, 1 Karaffe mit",""
21.02.2012 ,Prag ,6 Gläsern,""
15.03.2012 ,Zentrale ,4teiliges Schreibtischset aus Holz,""
15.03.2012 ,Zentrale ,Schmuckanhänger,""
15.03.2012 ,Zentrale ,"Reliefbild, 30x30cm",""
"","","„Dove Earrings“, gold in braunem",""
20.03.2012 ,Zentrale ,Rahmen,""
21.03.2012 ,Zentrale ,Russische Puppe „Matruschka“,""
14.03.2012 ,Zentrale ,I-Pod 8 GB,""
23.03.2012 ,Zentrale ,Brille Porsche Design,""
23.03.2012 ,Zentrale ,Brille Polo Ralph Lauren,""
"","",Korean Genre Painting coffee set,""
26.03.2012 ,Zentrale ,with Mandarin duck lids,""
"","",Abbildung (Perlmutoptik),""
"","",Verwaltungsgebäude der,""
"","",Universität in braunem,""
26.03.2012 ,Zentrale ,Holzrahmen,""
"","",Samsung Galaxy Tablet GT-,""
"","",P7500 mit Zubehör und Gipfel-,""
26.03.2012 ,Zentrale ,Silbermünze,""
03.05.2012 ,Zentrale ,Buch: Earthworks Bildband ,25 Euro
"","","Rolens Uhr, mit Lederarmband",""
"","","",50 Euro?
"","",Tag Heuer Uhr Aquaracer CAF,""
03.05.2012 ,Zentrale ,1111 Fz 5693 ,Ca. 900 Euro
"","","",Nicht
03.05.2012 ,Zentrale ,Vase ,feststellbar
03.05.2012 ,Zentrale ,Cloisone 2 Porzellanschalen ,Ca. 35 Euro?
03.05.2012 ,Zentrale ,Bilderrahmen Holz ,Ca. 15 Euro
03.05.2012 ,Zentrale ,Präsentierteller,""
"","","Bild mit Strand, Palmen, Hütten-",""
23.04.2012 ,Zentrale ,Motiv,""
"","",Organizer in hellbraunem,""
24.04.2012 ,Zentrale ,"Ledereinband, Faber-Castell",""
"","","Louis Vuitton Tasche, Modell",""
27.04.2012 ,Zentrale ,Vassili PM (Büro des BM),""
27.04.2012 ,Zentrale ,Gedenkmedaille ASEAN Treffen,""
"","",Glas-Gedenktafel mit Abbildung,""
27.04.2012 ,Zentrale ,Medical Park,""
27.04.2012 ,Zentrale ,Seidentuch in grüner Papprolle,""
28.04.2012 ,Zentrale ,Bilderrahmen Emaille blau,""
"","",Handgemaltes Porzellangefäß,""
28.04.2012 ,Zentrale ,bunt,""
"","",Handgemaltes 4teiliges,""
"","",Teetassenservice – schwarz-weiß-,""
28.04.2012 ,Zentrale ,bordeaux,""
"","",Kleine Holzbox bemalt mit,""
28.04.2012 ,Zentrale ,Buddakopf,""
"","",Anstecker kleiner vergoldeter,""
28.04.2012 ,Zentrale ,Elefant,""
"","",Gerahmtes Bild,""
29.04.2012 ,Zentrale ,“Präsidentenpalast”,""
29.04.2012 ,Zentrale ,Gerahmtes Bild “Pagode”,""
"","",Kunststofftasche schwarz mit,""
09.05.2012 ,Pjöngjang ,Signierte Vase mit floralem Motiv
"","",Porzellangefäß mit floralem Motiv
09.05.2012 ,Pjöngjang ,und Wappen Portugal
09.05.2012 ,Pjöngjang ,Maske mit rotem Bilderrahmen
"","",silberfarbener Kugelschreiber mit
09.05.2012 ,Pjöngjang ,Visitenkartenetui
"","",Kugelschreiben mit den Insignien
"","",des Sultans von Brunei
09.05.2012 ,Pjöngjang ,Darussalam
"","",1Al-Quds-Gedenmünze
09.05.2012 ,Pjöngjang ,„Palastine“
09.05.2012 ,Pjöngjang ,Seidenschal
"","",Silberplakette gerahmt Bosnien
09.05.2012 ,Pjöngjang ,Herzegowina
"","",irdenes Teeservice mit
"","","vergoldetem Besatz (1 Kanne, 6"
09.05.2012 ,Pjöngjang ,Tassen)
29.04.2012 ,Zentrale ,Certificate for Meritorial Deeds
"","",Bild Moredechai Rosenstein in
04.05.2012 ,Zentrale ,schwarzem Rahmen
"","","Olbild auf Leinwand, Motiv Strand"
09.05.2012 ,Zentrale ,in schwarzer Rolle
"","",“Tagua” Kugelschreiber schwarz
08.05.2012 ,Zentrale ,in “Ebano” Holzbox
"","",Mehrarmiger Kerzenständer
16.05.2012 ,Zentrale ,(Lapislazuli) in blauer Samtbox
"","",Porzellan Schale rechteckig
"","","(Pickard China, McLaughlin"
20.05.2012 ,Zentrale ,Glazeware) mit Chicago Motiv
"","",Briefbeschwerer aus Glas mit
03.06.2012 ,Zentrale ,zwei goldenen Pyramiden
"","",Handbemalter Teller “Talavera”
"","","mit Blumendekor (blau, gelb,"
03.06.2012 ,Zentrale ,"grün, rot)"
"",Zentrale ,Goldfarbener Teller in roter Box
"","",Kleine Glasweltkugel mit Sockel
04.06.2012 ,Zentrale ,aus Glas in blauer Samtbox
"","",Nachbildung Federal National
06.06.2012 ,Zentrale ,"Council (Glas, goldfarben)"
"","",Standbild mit silbernem Motiv
06.05.2012 ,Zentrale ,“Adler mit Burgturm”
"","",Goldfarbener Teller mit Abbildung
07.06.2012 ,Zentrale ,“Kuleli Military Academy”
"","",Silberfarbene längliche Platte und
07.06.2012 ,Zentrale ,Untertassen mit Tassen
"","",S&S Haddad Jezzine's traditional
"","",cutlery in blauer Box
07.06.2012 ,Zentrale ,(Käsemesserset)
"","",S&S Haddad Jezzine's traditional
"","",cutlery in cremefarbener Box
07.06.2012 ,Zentrale ,(Kuchengabelset)
"","",Gerahmtes Bild “Byblos Figurines
"","",– Temple of the Obelisks – 1800
07.06.2012 ,Zentrale ,B.C.)
"","",AZEZANA-Schal aus Seide
13.06.2012 ,Zentrale ,(Violetttöne)
21.06.2012 ,Zentrale ,Braune Picard Ledertasche
"","",6-teiliges Porzellan Tee-Service
"","",“Shinepukur” (weiß mit silbernen
23.06.2012 ,Zentrale ,Farbsegmenten)
"","",Silberne Schale mit Aufschrift
"","","“South Africa”, am Rand"
"","",Abbildung von verschiedenen
26.06.2012 ,Zentrale ,Tieren
"","",Dunkle Holztafel mit der Insel
26.06.2012 ,Zentrale ,Zypern als Abbildung in silber
"","",Weinrot-lackierte Holzschatulle,""
"","",von Hazorfim Silver Decor mit,""
"","",Abbildung Jerusalem auf dem,""
28.06.2012 ,Zentrale ,Deckel in silber,""
"","",USB-Stick (silber) der Marke,""
"","",Montejo mit Aufdruck,""
02.07.2012 ,Zentrale ,Außenministerium Spanien,""
"","","Porzellan-Teller, weiß mit",""
"","","goldfarbener Umrandung, mit",""
09.07.2012 ,Zentrale ,Initialien des Fürsten,""
"","",Damenarmbanduhr „Escisse Gio,""
06.06.2012 ,Zentrale ,"Monaco, Genf“ ","Über 3.000,-"
22.06.2012 ,Zentrale ,Münzen,""
22.06.2012 ,Zentrale ,Teeservice,""
22.06.2012 ,Zentrale ,Manschettenknöpfe,""
22.06.2012 ,Zentrale ,Gedenkmünze,""
22.06.2012 ,Zentrale ,2 Gedenkmünzen,""
22.06.2012 ,Zentrale ,Ledermappe,""
"",Botschaft,"",""
04.06.2012 ,Prag ,2 Sektgläser der Fa. Moser ,"Über 500,-"
"",Botschaft ,Konfektschale von Imperial,""
14.03.2012 ,Moskau ,Porcelain St. Petersburg,""
"",Botschaft ,Kugelschreiber der Marke Caran,""
16.04.2012 ,New York ,d'Arche ,"Über 100,-"
11.07.2012 ,Zentrale ,"Haddad Libanon, Kuchenset",""
20.06.2012 ,Zentrale ,Kilim – handgeknüpfter Läufer,""
02.05.2012 ,Zentrale ,Tischuhr,""
21.06.2012 ,Zentrale ,2 Tücher,""
"","",kl. Modell eines landestyp.,""
23.04.2012 ,Zentrale ,Hauses,""
20.06.2012 ,Zentrale ,Fächer zum Auf-stellen,""
19.03.2012 ,Zentrale ,Vase
Weihnachte,"",""
n 2011 ,Zentrale ,Offsetlithographie
30.05.2012 ,Zentrale ,Wandbehang
06.07.2012 ,Zentrale ,kl. Dolch
n.n. ,Zentrale ,Eau de Toilette
26.03.2012 ,Zentrale ,Stickerei
09.05.2012 ,Zentrale ,gerahmtes Foto
"","","Große Stahlschale länglich,"
19.07.2012 ,Zentrale ,silberfarben
22.08.2012 ,Zentrale ,Glaskaraffe
22.08.2012 ,Zentrale ,2 Gläser
"","",100 Jahre Liechtenstein
22.08.2012 ,Zentrale ,Briefmarken
24.08.2012 ,Zentrale ,Rotes Keramikschälchen
24.08.2012 ,Zentrale ,Kochbuch Bent Stiansen
"","",Manschettenknöpfe und
24.08.2012 ,Zentrale ,Kravattennadel
"","",Waldmann Füller mit
28.08.2012 ,Zentrale ,Namensgravur
28.08.2012 ,Zentrale ,"“Sakurai Lacquer” Dose, schwarz"
"","",Holzrahmen 16x17 cm mit
"","","Einlegemotiv silber, gold,"
30.08.2012 ,Zentrale ,kupferfarben mit Steinen
"","",Säule mit rundem Sockel mit
"","",kleiner Soldaten-Falken-Löwen
30.08.2012 ,Zentrale ,Statue
"","",Bild mit zwei Frauen in
"","",Landestracht mit braunem
30.08.2012 ,Zentrale ,Schwarze Aktentasche
"","",Nachbildungen von sechs “Dow-
02.09.2012 ,Zentrale ,Booten” in roter Box
"","",6 Parfümflacons und 1 Box
"","",Duftholz in weiß lackierter
02.09.2012 ,Zentrale ,Holzbox
12.09.2012 ,Zentrale ,Silberfarbene Pferdestatue
12.09.2012 ,Zentrale ,Mosaik
12.09.2012 ,Zentrale ,zwei Porzellanschälchen
12.09.2012 ,Zentrale ,eine Vase
28.09.2012 ,Zentrale ,"Orientalisches Schmuckset, Silber"
"",Addis ,"2 Paar Damenschuhe, Leder, von"
26.07.2012 ,Abeba ,ARA
28.09.2012 ,N.N. ,Maniküreset
"","",Porzellan-Teller von Güral
07.08.2012 ,Jakarta ,Porselen Türkei
21.09.2012 ,Zentrale ,Teppich
04.09.2012 ,Zentrale ,Teppich in grünem Beutel
07.09.2012 ,Zentrale ,USB-Stick
07.09.2012 ,Zentrale ,Silbernes Lesezeichen
07.09.2012 ,Zentrale ,Terrakotta Glockenform-Figur
"","",Silver Picture of Hoan Kiem Lake
20.09.2012 ,Zentrale ,– Phuc Tin Shop
24.09.2012 ,Zentrale ,Brauner Ledergeldbeutel
24.09.2012 ,Zentrale ,Minh Long Vase mit Blumenmotiv
24.09.2012 ,Zentrale ,Holzsegelboot in Holzkiste
"","","Hohe Keramikschale, tief, Muster"
"","","innen rot, außen weiß/braun"
11.10.2012 ,Zentrale ,gesprenkelt
"","",1:18 Kyosho Original Die-Cast
11.10.2012 ,Zentrale ,BMW X1 xDrive 28i
"","","750 ml Flasche Sekt, Weinhandel"
"","","und Versand Bremer Ratskeller,"
"","",Gusto Bistro-Café Shanghai in
11.10.2012 ,Zentrale ,dunkelblauem Lederetui
"","",4-teiliges Teeservice mit
"","","Teekanne, weiß mit"
"","",Seerosenmotiv in braunem
11.10.2012 ,Zentrale ,Lederkoffer
"","","Flacher Glasteller,"
"","",dunkelblau/gelb gesprenkelt mit
"","",Bildmotiv in der Mitte (Stadt am
13.10.2012 ,Zentrale ,Meer)
"","",Bilderrahmen dunkelbraun mit
"","","Figur aus 925 Silber,"
15.10.2012 ,Zentrale ,handgemacht
18.10.2012 ,Zentrale ,"Teeglas, goldfarbener Sockel"
"","","Teller aus Urushi-Holz, schwarz"
19.10.2012 ,Zentrale ,mit Blumenmuster
"","",Gezeichnete Karikatur des
13.10.2012 ,Zentrale ,Ministers
"","",Kupferfarbenes Bild mit
"","","mongolischen Reitern, Yurten,"
"","",Vieh: breiter dunkelbrauner
23.10.2012 ,Zentrale ,Rahmen
26.10.2012 ,Zentrale ,Hippo aus Jade
"","",Bild (ca. 200x150) auf
31.10.2012 ,Zentrale ,"Leinwand,Rottöne"
"","",Holzschnitzerei auf Rahmen mit
"","",Pferdekopf Holzschnitzerei (1m,""
01.11.2012 ,Zentrale ,hoch),""
06.11.2012 ,Zentrale ,Silber-Gedenkmütze,""
06.11.2012 ,Zentrale ,"Männer-Sakko, blau",""
"","","Gemälde, Straßenmotiv 120x120,",""
14.11.2012 ,Zentrale ,schwarzer Rahmen,""
21.11.2012 ,Zentrale ,Porzellan Mauerelement,""
23.11.2012 ,Zentrale ,Kamelminiatur silberfarben,""
"","","Armbanduhr Swiss Continental,",""
"","",Armband weist Gebrauchsspuren,""
06.12.2012 ,Zentrale ,auf. ,ca.200
06.12.2012 ,Zentrale ,Bild,""
06.12.2012 ,Zentrale ,Baumwoll-/Seidentuch,""
06.12.2012 ,Zentrale ,Gerry Weber Tasche hellbraun ,"ca. 50,-"
06.12.2012 ,Zentrale ,Gerry Weber Tasche dunkelbraun ,"ca. 50,-"
06.12.2012 ,Zentrale ,"Orientalisches Schmuckset, Silber",""
06.12.2012 ,Zentrale ,1 Krawatte Chan Soma,""
06.12.2012 ,Zentrale ,1 Jambia Krumdolch,""
"","",Münze (Replika Silber Dinar 1345-,""
21.11.2012 ,Zentrale ,1355),""
26.11.2012 ,Zentrale ,Blumenvase (Lapislazuli),""
"","",Beige Tischdecke mit,""
13.12.2012 ,Zentrale ,Blumenstickerei,""
"","",Kleines Silberschälchen in roter,""
13.12.2012 ,Zentrale ,Box,""
19.12.2012 ,Zentrale ,Stifteständer aus Holz,""
15.01.2013 ,Zentrale ,Holzskulptur „Intimité“,""
"","",Gemälde „Porte de Chef“ -,""
16.01.2013 ,Zentrale ,N'Guessan Essah Marcel,""
"","",Porzellanvase „The Great Silk,""
01.02.2013 ,Zentrale ,Road“,""
"","",Kristallbriefbeschwerer (beim,""
"","",Transport von 1-PV-511 fallen,""
"","","gelassen, an der linken Ecke",""
29.01.2013 ,Prag ,beschädigt),""
29.01.2013 ,Prag ,Kristallkaraffe,""
14.01.2013 ,Zentrale ,T-Shirt in Folie verpackt,""
14.01.2013 ,Zentrale ,Tischfigur,""
14.01.2013 ,Zentrale ,Sammler Briefmarken,""
14.01.2013 ,Zentrale ,Steinschatulle aus Lapislazuli,""
22.01.2013 ,Zentrale ,Stifteset der Marke Cross ,"ca. 150,-"
22.01.2013 ,Zentrale ,Herrenarmbanduhr EDOX,""
14.01.2013 ,Zentrale ,Weinset Xsara (3 Flaschen),""
14.01.2013 ,Zentrale ,"Brieföffner, versilbert",""
14.01.2013 ,Zentrale ,Tischlupe,""
14.01.2013 ,Zentrale ,"Lesezeichen, versilbert",""
14.01.2013 ,Zentrale ,Handspiegel,""
14.01.2013 ,Zentrale ,Brieföffner und Lupe (Set),""
14.01.2013 ,Zentrale ,Halskette,""
14.01.2013 ,Zentrale ,Seidentuch Louis Vuitton,""
"","",Eau de Toilette „Mont Blanc,""
14.01.2013 ,Zentrale ,Legend“,""
11.01.2013 ,Zentrale ,Schreibset Cerruti 1881,""
11.01.2013 ,Zentrale ,Schreibset Cerruti 1882,""
11.01.2013 ,Zentrale ,Schreibset Cerruti 1883
14.01.2013 ,Zentrale ,Konfektschale
14.01.2013 ,Zentrale ,Brieföffner
14.01.2013 ,Zentrale ,Parfum „Hugo Boss“
14.01.2013 ,Zentrale ,"Armbändchen, versilbert"
14.01.2013 ,Zentrale ,Halskette
"","",Alabaster Kerzenhalter mit
"","","Blumenmotiv Lapis, Malachit,"
28.01.2013 ,Zentrale ,"Koralle, Türkis"
"","",Nachbildung vergoldet Tempel
11.02.2013 ,Zentrale ,Borobodur
11.02.2013 ,Zentrale ,3D Darstellung Borobodur in Glas
"","",Laute mit Steinbockkopf Silber
21.02.2013 ,Zentrale ,(gerahmt)
"","",Landeswappen Albanien Silber
21.02.2013 ,Zentrale ,(gerahmt)
21.02.2013 ,Zentrale ,Tintenfässchen mit Feder Silber
"","",3 D Darstellung Thomas
25.02.2013 ,Zentrale ,Jefferson in Glas
"","",Acryl auf Leinwand 40/60 “Neues
05.02.2013 ,Zentrale ,wächst” - Sven Zeughardt
04.03.2013 ,Zentrale ,2 Enten aus Holz
"","",Silberner Matetee-Becher mit
13.03.2013 ,Zentrale ,Trinkhalm (Bombilla) in Holzkiste
"","",Silberne Blüte auf schwarzem
"","",Samt in einem goldenen
"","",4-er Set Gedenkmünzen (eckig)
14.03.2013 ,Zentrale ,in Schatulle in Buchform
"","","Silberner, spitzenförmiger Ständer"
19.03.2013 ,Zentrale ,für Duftblüten
"","",Silberner Zweig mit Blättern und
19.03.2013 ,Zentrale ,Früchten aus Duftholz
"","",Baumskulptur mit silbernen
"","",Blättern und Holzfrüchten (in
19.03.2013 ,Zentrale ,verziertem Silberrahmen)
"","",Russische Lackminiatur-Malerrei
"","",zum Anbringen an die Wand (ca.
22.03.2013 ,Zentrale ,50 cm x 25 cm)
08.04.2013 ,Zentrale ,Schuhputzset im Etui
"","",Jemenitischer Krummdolch mit
19.02.2013 ,Zentrale ,Gurt
"","",Bilderrahmen mit
"","",Miniaturreitzubehör (Aperos
08.04.2013 ,Zentrale ,Criollos)
"","",Niederländische Holzschuhe Gr.
09.04.2013 ,Zentrale ,45
10.04.2013 ,Zentrale ,Silberner Bilderrahmen
18.04.2013 ,Zentrale ,Bemalter Prozellan Teller “Yildiz”
"","",Kleiner Holzstuhl mit Plakette Kofi
27.04.2013 ,Zentrale ,Anan Center
"","",Gewebter Schal (Blautöne) Kofi
27.04.2013 ,Zentrale ,Anan Center
"","",Bunte Tonschale (beschädigt –
28.04.2013 ,Zentrale ,abgebrochene Randstücke)
"","",Dunkle Holzskulptur
30.04.2013 ,Zentrale ,(verschlungene Körper)
30.04.2013 ,Zentrale ,Holzuntergestell für einen Tisch
"","",Glasabbildung Belgien “Val Saint
26.04.2013 ,Zentrale ,Lambert”
"","",Kleiner Tonkrug mit
"","",Silberverzierung “Arieh Klein Ltd
06.05.2013 ,Zentrale ,Jerusalem”
"","",Rote Stickerei in braunem
18.05.2013 ,Zentrale ,Holzrahmen (50x50)
"","",Holzkästchen (Künsterlin Marija
19.05.2013 ,Zentrale ,Jovanovic)
19.05.2013 ,Zentrale ,Labarum Abbildung auf Holzplatte
"","",Runde Plakette mit serbischem
19.05.2013 ,Zentrale ,Nationalwappen
"","","Kleine ""Mutter Teresa"" Statue,"
20.05.2013 ,Zentrale ,goldfarben
"","",Silberfarbener Rahmen mit
20.05.2013 ,Zentrale ,Blumenabbildung (silberfarben)
"","",Rot bemalte Holzvase in blauer
26.05.2013 ,Zentrale ,Kiste
28.05.2013 ,Zentrale ,Roter Teppich
"","",Bild von Guenther Uecker (in
"","",Besitz BM - materieller Wert
"","",durch BM an Bundeskasse
"","",überwiesen am 24.05.-Vermerk
01.05.2013 ,Zentrale ,an 109-011)
29.05.2013 ,Zentrale ,Manschettenknöpfe (Verbleib BM)
30.05.2013 ,Zentrale ,Manschettenknöpfe (Verbleib BM)
01.06.2013 ,Zentrale ,Manschettenknöpfe (Verbleib BM)
"","","Ölgemälde ""Der Weise"""
"","",(in den Kunstbestand des AA
03.06.2013 ,Zentrale ,übernommen - Fr. Welther 115-2)
"","",Benjarong handbemaltes
05.06.2013 ,Zentrale ,Porzellanpferd (Büro BM)
"","","Schiffsabbildung ""Bernstein"" in"
06.06.2013 ,Zentrale ,Holzrahmen
08.06.2013 ,Zentrale ,Teppich
"","",Urnenartiges Gefäß (blau-rot-
08.06.2013 ,Zentrale ,okka)
09.06.2013 ,Zentrale ,Plakette mit Gesicht
09.06.2013 ,Zentrale ,Kannengefäß Lapislazuli
09.06.2013 ,Zentrale ,Traditioneller Kaftan
07.11.2012 ,Zentrale ,Fruchtschale
24.10.2012 ,Zentrale ,Bastvase/DVD
22.10.2012 ,Zentrale ,"Beutel, Vogel/ Schachtel aus Holz"
09.11.2012 ,Zentrale ,Dose
N.N. ,Zentrale ,"Anhänger,"
N.N. ,Zentrale ,Briefbeschwerer (Lupe)
N.N. ,Zentrale ,Teelichthalter
29.05.2013 ,Zentrale ,Lackdose
21.11.2012 ,Zentrale ,Schreibgarnitur/ Holzschild
26.11.2012 ,Zentrale ,Teller
02.11.2012 ,Zentrale ,Brosche
22.10.2012 ,Zentrale ,Armband
25.09.2012 ,Zentrale ,Münze
14.09.2012 ,Zentrale ,Teppich
07.11.2012 ,Zentrale ,Münze
11.09.2012 ,Zentrale ,Bezug
01.03.2013 Zentrale ,Gefäß
20.11.2012 Zentrale ,Tuch
N.N. Zentrale ,Manschettenknöpfe
17.12.2012 Zentrale ,Tuch
N.N. Zentrale ,Tischdecke
N.N. Zentrale ,"Geldbörse, Schlüsseltasche"
N.N. Zentrale ,Sandbild
14.01.2013 Zentrale ,Teller
11.06.2012 Zentrale ,Bild
06.05.2013 Zentrale ,Rahmen
28.05.2013 Zentrale ,Münzen
30.11.2012 Zentrale ,Tuch/DVD/Broschüre
"",Messing Eiswagen mit Eismann
04.06.2013 Zentrale ,und Sonnenschirm
13.06.2013 Zentrale ,Runder silberfarbener Teller
18.06.2013 Zentrale ,Armreif aus Jade
26.06.2013 Zentrale ,"Symbols of Ireland ""Harp"""
02.07.2013 Zentrale ,Silberschale in Schwanenform
02.07.2013 Zentrale ,Silbermünze und Silber Banknote
"","Teller mit Motiv ""Red Castle"
03.07.2013 Zentrale ,"Tripolis"""
04.07.1905 Zentrale ,"Buch ""American National Parks"""
"",Wappen der Palästinensischen
2012 Zentrale ,Polizei
2012 Zentrale ,Holzvase mit Schatulle
"",Porzellan-Teedose u. Porzellan-
2012 Zentrale ,Schale mit Deckel
2012 Zentrale ,Silberschatulle in Holzschatulle
"","Porzellanteller, versch. Grüntöne"
"",und rosa (Größe eines
2012 Zentrale ,Desserttellers)
2012 Zentrale ,Bilderrahmen
"","Buch ""Ein Reformer auf dem"
2012 Zentrale ,"Thron"""
"","Afghanischer Teppich (Brücke),"
2012 Zentrale ,Maße ca. 100cm x 120cm
"",2x Bahrain Delmon Seals 3000
2012 Zentrale ,B.C.
"",Bilderrahmen sowie bild mit
"",Blumen und Schmetterlingsmotiv
2012 Zentrale ,aus Edelsteinen
"",Bilderrahmen mit Papyrusbild
"",(From the tomp (!) of Queen
2012 Zentrale ,Nefertari
"",Lederbrieftasche A4
26.06.2013 Zentrale ,(schwarz/braun)
04.07.2013 Zentrale ,kleines Silbertablett mit Gravur
"",Porzellanskulptur LLADRO
"","""Fraternitas"", 26x31, Ernest"
19.07.2013 Zentrale ,Massuet
12.08.2013 Zentrale ,Gerahmte Wandstickerei
12.08.2013 Zentrale ,"Bild ""Olivenbaum/Friedenstaube"""
14.08.2013 Zentrale ,Teppich 170x90cm
14.08.2013 Zentrale ,silberfarbener Flacon
Botschaft ,Herrenarmbanduhr Marke Jovial
09.09.2013 Bagdad ,(4545 G)
"",Vase und Elefantenstatuette -
09.09.2013 Zentrale ,vergoldet
"",vergoldetes Schalenset mit
09.09.2013 Zentrale ,Tablett
"",Kugelschreiber mit Krokodilsleder
09.09.2013 Zentrale ,in Holzbox
"","Seidentuch, silberner Fotorahmen"
09.09.2013 Zentrale ,mit Email-Einlage (Italien)
"",traditionelle usbekische
09.09.2013 Zentrale ,Damenjacke - bestickt
"",The Michael Werner Collection -
"",Bildband der Galerie Michael
"","Werner ""I sat Beauty on my knees"
09.09.2013 Zentrale ,… and I relived her
09.09.2013 Zentrale ,persische Pfeife
"",elektronisches Gerät
09.09.2013 Zentrale ,(Lautsprechersystem)
"",Schreibset (Füller und
Botschaft ,Kugelschreiber der Marke Daniel
09.09.2013 Conakry ,Hechter)
09.09.2013 Zentrale ,Perlenkette
"",4 Audio-CDs Die Saga von egill
09.09.2013 Zentrale ,und von Grettir
Botschaft,""
09.09.2013 Bagdad ,Damenuhr der Firma OPTIMA
GK ,Fayence-Schale und Mokka-
09.09.2013 Bordeaux ,Tassen + Büchlein Sagesoes
Botschaft,""
Botschaft ,Schale aus böhmischem Glas mit,""
09.09.2013 Prag ,Granatsteinen,""
09.09.2013 Zentrale ,"Kästchen, Lapislazuli",""
09.09.2013 Zentrale ,"Schale , Lapislazuli",""
09.09.2013 Zentrale ,Silberteller mit Porzellan,""
09.09.2013 Zentrale ,Kunstmappe,""
09.09.2013 Zentrale ,2 Satz Tischwäsche,""
09.09.2013 Zentrale ,Satz Olympia-Abzeichen,""
09.09.2013 Zentrale ,"Porzellanschale, bemalt",""
"",silberne Gedenkmünze zu 130,""
09.09.2013 Zentrale ,Jahre Nationalbank,""
"","Kugelschreiber, Mont Blanc",""
Botschaft ,"(Princesse de Monaco, Mod.",""
09.09.2013 Bagdad ,106632) ,ca. 650
Botschaft ,"Kugelschreiber (Thailand),",""
09.09.2013 Rom ,Kästchen mit Münze (Libanon),""
"",Vase und Elefantenstatuette -,""
09.09.2013 Zentrale ,vergoldet,""
09.09.2013 Zentrale ,Damenuhr,""
17.09.2013 Zentrale ,Bild Tempel in Bagan,""
19.11.2013 Zentrale ,Silberschale,""
05.11.2013 Zentrale ,Holzkiste mit buntem Deckel,""
"","Replica Bronze ""Kolkhetian",""
07.10.2013 Zentrale ,"Buckle"" Giorgi Eteria",""
"",Holzbox mit 2 Silbermünzen mit,""
31.10.2013 Zentrale ,Kirchenmotiven,""
30.10.2013 Zentrale ,Vase,""
"","Gerahmtes Bild ""Laiko tekma,",""
07.09.2013 Zentrale ,"1995"" Alfonsas Cepauskas",""
30.10.2013 Zentrale ,Teppich,""
19.11.2013 Zentrale ,Bild Abbas,""
21.06.2013 Zentrale ,Bild,""
10.11.2013 Zentrale ,silberne Manschettenknöpfe,""
"",Abbildung Maqta Fort Abu Dhabi,""
12.11.2013 Zentrale ,in braunem Rahmen in Box,""
12.11.2013 Zentrale ,Segelschiff in blauem Koffer,""
"",Glasschale Villeroy & Boch mit,""
18.11.2013 Zentrale ,EAD Logo,""
"",Füllhorn silberfarben mit,""
18.11.2013 Zentrale ,Pferdekopf als Fuß,""
"",Stich Berg-Gletschermotiv mit,""
"",Bergsteigern (schwarz-weiß) mit,""
27.11.2013 Zentrale ,silbernen Rahmen,""
