Datum ,DienststelleBeschreibung ,Wert
07.11.2010 ,Zentrale ,Holzschachtel
"","",indonesisches Bild (aufgezogen
10.11.2010 ,Zentrale ,"auf Tierhaut) """"Prabu Kresna"""""
10.11.2010 ,Zentrale ,"Hemd """"Batik Keris"""""
09.11.2010 ,Zentrale ,Kristallpapagei
12.11.2010 ,Zentrale ,rote Krawatte in blauem Karton
12.11.2010 ,Zentrale ,Kopfbedeckung mit Staatswappen
"","",silbernes Pferd mit grüner
24.11.2010 ,Zentrale ,Samtbox
"","","orientalische Lampe (defekt,"
15.11.2010 ,Zentrale ,Gehäuse eingedrückt)
"","","Buch """"Marrakesh - The Secret of"
15.11.2010 ,Zentrale ,"Courtyard Houses"""""
15.11.2010 ,Zentrale ,Teelicht/Kerze in dunkler Holzbox
15.11.2010 ,Zentrale ,Teelicht/Kerze in dunkler Holzbox
29.11.2010 ,Zentrale ,"Buch """"Libya"""""
"","",schwarzer Lederkoffer mit
29.11.2010 ,Zentrale ,diversen Broschüren
"","",Seiden Briefmarkensammlung in
26.11.2010 ,Zentrale ,Buchform
08.12.2010 ,Zentrale ,Silberkelch und Teller
07.10.2010 ,Zentrale ,College Emblem
14.10.2010 ,Zentrale ,Stifthalter aus Glas
19.11.2010 ,Zentrale ,Dolch im Bilderrahmen
08.12.2010 ,Zentrale ,Glasteller in grauem Karton
"","",Silberner Dolch in weinrotem
08.12.2010 ,Zentrale ,Lederkasten
11.12.2010 ,Zentrale ,CDs Weihnachtsoratorium
13.12.2010 ,Zentrale ,Buch „The Romanian Millenium“
17.12.2010 ,Zentrale ,gelber Füller Faber Castell
20.12.2010 ,Zentrale ,CD „Kellylee Evans – NINA“
"","",Keramikschale mit
20.12.2010 ,Zentrale ,Blumen/Vogel/Wildbildern
"","",Orange-farbene Porzellanbecher
22.12.2010 ,Zentrale ,in blauer Box
20.12.2010 ,Zentrale ,graue Vase mit Muster
"","",Dose mit Deckel „German-
20.12.2010 ,Zentrale ,"Jordanian University“, Porzellan"
"","","Teppich mit mehrfarb. Muster, ca.",""
21.12.2010 ,Zentrale ,2 x 3 m,""
21.12.2010 ,Zentrale ,Holzteller mit Verzierungen,""
22.12.2010 ,Zentrale ,"Tischuhr, Porzellan",""
23.12.2010 ,Zentrale ,kleines Bild mit Figur,""
23.12.2010 ,Zentrale ,"Becher, Porzellan",""
"","",großer Teppich mit rot-beiger,""
"","","Bemusterung, Parfum wurde von",""
04.01.2011 ,Zentrale ,1-PV vernichtet.,""
"","",2 Kataloge von,""
09.12.2010 ,Zentrale ,Blum/Fischer/Rumohr,""
"","","2 Seidenkrawatten, 1 x gelb,",""
"",Botschaft ,"floristisches Muster, 1 x blau",""
23.08.2010 ,Seoul ,Fußball-Muster,""
"",Botschaft,"",""
23.08.2010 ,Seoul ,2 Damenarmbanduhren,""
"",Botschaft ,"","Über 8.000,--"
20.10.2010 ,Doha ,Armbanduhr Rolex für Damen,""
"","",Parker Schreibset mit Füller und,""
29.12.2010 ,Zentrale ,Kugelschreiber ,"30,--"
"","","Set: Kalender,",""
"","","Damenarmbanduhr,",""
"","","Kugelschreiber, oranges Leder",""
05.01.2011 ,Zentrale ,Pierre Waldon Vienna ,"ca. 150,-"
"","","","Über 1.000,-"
19.08.2010 ,Bonn ,Herren-Armbanduhr Tabbah,""
27.10.2010 ,Zentrale ,1 Silberteller + Silberdose (klein),""
21.12.2010 ,Zentrale ,1 Kugelschreiber silberfarben,""
05.01.2011 ,Zentrale ,1 Kugelschreiber silberfarben,""
"","",1 blaue Kiste mit 2 Tee-Tassen +,""
03.11.2010 ,Zentrale ,2 Servierschalen,""
"","",rosafarbene Verpackung mit,""
"","",sportlicher Damenarmbanduhr,""
"","",(schwarz/bronze) von MEYERS,""
"","",in Holz eingerahmter Teller mit
05.01.2011 ,Zentrale ,floristischen Motiven
"","","Buch """"Ferner Blitz - Das Leben"
03.01.2011 ,Zentrale ,"fiel...."""
"","","Buch """"Entweder Broder - Die"
03.01.2011 ,Zentrale ,"Deutschland-Safari"""""
03.01.2011 ,Zentrale ,"CD """"For the New Year"""""
03.01.2011 ,Zentrale ,"Buch """"Das heilige Kiew"""""
"","","Buch """"Romanian Diplomacy - An"
03.01.2011 ,Zentrale ,"Illustrated History 1862 - 1947"""""
"","","""""Die Türkische Bibliothek"""" -"
"","","Romane, Biografien,"
"","","Kurzgeschichten, Gedichte:"
"","",Meilensteine der türkischen
03.01.2011 ,Zentrale ,Literatur in 20 Bänden
"","",Teeservice (blau/weiß) in
07.01.2011 ,Zentrale ,Geschenkbox
"","",Teppich (Bordeaux/Blau) ca. 180
09.01.2011 ,Zentrale ,x 120
10.01.2011 ,Zentrale ,"Buch """"Das Elsass"""""
"","",braune Lederbrieftasche Pablo
17.01.2011 ,Zentrale ,del Barrio
"","","schwarz-weiss Stich """"Cogiendo"
18.01.2011 ,Zentrale ,"Café"""""
"","","Buch """"Costa Rica National"
18.01.2011 ,Zentrale ,"Parks"""""
19.01.2011 ,Zentrale ,rot-bunter Teppich
05.02.2011 ,Zentrale ,Keramik-Teeset
"","",Gerahmtes Schwarz-Weiss
"","","Portrait BM in, 140cm x 90cm"
09.02.2011 ,Zentrale ,(BM)
"","","Holzwandschmuck (""""bärtiger"
14.02.2011 ,Zentrale ,"Mann"""")"
"","","Buch """"Frauenfußball - der lange",""
"","","Weg zur Anerkennung"""" und",""
14.02.2011 ,Zentrale ,Trikot,""
"","","Buch """"BOP-Ball of Peace"""" und",""
"","",runder Anstecker (goldfarben),""
15.02.2011 ,Zentrale ,"""""Engel der Kulturen",""
19.02.2011 ,Zentrale ,Bunte Kermikschale mit Deckel,""
23.02.2011 ,Zentrale ,"Buch """"Coptic Art Revealed""""",""
"","","Buch """"Marrakesh - The Secret of",""
25.02.2011 ,Zentrale ,"Courtyard Houses""""",""
"","",3 Silbermünzen in blauer,""
25.02.2011 ,Zentrale ,Schachtel,""
25.02.2011 ,Zentrale ,schwarze Lederaktenmappe,""
"","",1 Dupont-Kugelschreiber und 2 ,Kuli ca.
07.03.2011 ,Zentrale ,Armbanduhren ,1.000
"","","E-Book (gebraucht, weist starke",""
03.03.2011 ,Peking ,Kratzspuren im Display auf) ,ca. 66
"","",1 Damenarmbanduhr Robergé mit,""
08.03.2011 ,Zentrale ,Strass-Steinen,""
"","","E-Book (gebraucht, weist starke",""
03.03.2011 ,Peking ,Kratzspuren im Display auf) ,ca. 66
"","",2 Damenarmbanduhren und 1 ,Uhren ca.
14.03.2011 ,Zentrale ,Deko-Marmor-Perlmutt-Teller ,2.000
01.03.2011 ,Zentrale ,2 Herren-Armbanduhren ,"ca. 2.000,-"
01.03.2011 ,Kuwait ,1 Herren-Armbanduhr ,ca. 1.000
01.03.2011 ,Kuwait ,1 Armbanduhr ,ca. 1.000
17.02.2011 ,Zentrale ,Stiftehalter aus Glas mit Tierfigur,""
"","",CD-Reihe „Masters of the,""
"","",Millenium“ 30 Klassik-Musik CDs,""
01.03.2011 ,Zentrale ,von Mozart Ravel Schubert usw.,""
"","",Pierre Cardin Damenarmbanduhr,""
"","",schwarz-kupfer mit Steinen im,""
01.03.2011 ,Zentrale ,Uhrwerk,""
01.03.2011 ,Zentrale ,1 Armbanduhr ,ca. 1.000
"","",Christalpyramide mit,""
23.02.2011 ,Zentrale ,Schulwappen,""
"","",Goldene Medaille mit,""
02.03.2011 ,Zentrale ,Namensgravur in blauer Samtbox,""
02.03.2011 ,Zentrale ,Buntes Holzei mit Sockel,""
"","",Holzteller mit Sonnenblumen,""
02.03.2011 ,Zentrale ,bemalt,""
"","","Hungarian Innovation Kit, 2 DVD,",""
"","",1 CD sowie div. Bücher zur ung.,""
11.03.2011 ,Zentrale ,Presidentschaft,""
"","",Damenuhr mit schwarzem,""
22.03.2011 ,Zentrale ,"Armband, Giorgio Visconti",""
"","","2 Armbanduhren, Tag Heuer +",""
"","",Jacob & Co. Kuwait limited,""
28.03.2011 ,Zentrale ,edition. Große schwarze Kiste,""
"","","1 Armbanduhr, Jacob & Co.",""
"","",Kuwait limited edition. Große,""
"","",schwarze Kiste + 1 Yonger &,""
28.03.2011 ,Zentrale ,Bresson Armbanduhr,""
22.02.2011 ,Zentrale ,Glasplakette mit Emblem,""
??? ,Zentrale ,Lupe und Brieföffner,""
??? ,Zentrale ,Glasbriefbeschwerer,""
"","",Gedenkmünze Nationalbank,""
??? ,Zentrale ,Moldau,""
??? ,Zentrale ,Medaille Vilnius,""
??? ,Zentrale ,"Schale, silber",""
??? ,Zentrale ,Teller mit floralem Muster,""
01.03.2011 ,Zentrale ,Standuhr mit Ziegenfiguren,""
"","",Uhr mit Wechselarmband und,""
01.03.2011 ,Zentrale ,Lupe in großer Holzkiste,""
"","",1 Damenarmbanduhr Makre Léon,""
02.03.2011 ,Doha ,Hatot ,2900
"","","E-Book (gebraucht, weist starke",""
03.03.2011 ,Peking ,Kratzspuren im Display auf),""
"","",Seidenbuch und Übersetzung,""
"","",„Lao Zi's Dao de Jing“ in brauner,""
05.04.2011 ,Zentrale ,Box,""
"","",Schriftrolle mit chinesischen,""
05.04.2011 ,Zentrale ,Schriftzeichen in Holzkiste,""
05.04.2011 ,Zentrale ,Silbermünze in blauem Kästchen,""
15.04.2011 ,Zentrale ,Stifthalter silber,""
"","",Box mit Säulenmotiv (weiß – blau),""
15.04.2011 ,Zentrale ,in blauer Samtbox,""
"","",Runde rote Dose mit goldfarbener,""
30.04.2011 ,Zentrale ,Bemalung in heller Holzbox,""
"","",Zeichnung „Notas“ von Alvaro,""
30.04.2011 ,Zentrale ,Santiago,""
"","",Nachbildung „Ishtar Gate“ in,""
04.05.2011 ,Zentrale ,grüner Box,""
"","",Asiatisches Bild auf Rolle in,""
01.05.2011 ,Zentrale ,beigefarbenem langem Karton,""
"","",Bild mit bunten Häusern im,""
"","","Holzrahmen, mit gerolltem",""
01.05.2011 ,Zentrale ,Material,""
"","",kreisförmige Darstellung mit,""
"","",Vietnam und Figuren in,""
01.05.2011 ,Zentrale ,"goldschwarzfarben, im Holrahmen",""
"","",silberfarbener Miniaturzubehör,""
01.05.2011 ,Zentrale ,von BMW,""
"","",Grüne Standfigur aus Glas im,""
"","",Karton mit Broschüren über,""
01.05.2011 ,Zentrale ,Taiwan,""
"","",Standbild mit Aufschrift „Central,""
01.05.2011 ,Zentrale ,Board of Aisyiyah Indonesia“,""
"","",Elefantenfigur blau/grün/gold in,""
"","","Standfigur, Frau mit Krug auf dem"
01.05.2011 ,Zentrale ,"Kopf, aus dunklem Holz"
"","","Schatulle, ca. 30x15cm,"
16.05.2011 ,Zentrale ,weiß/silber
"","",Buch „Inner Characters“ / Fathiya
16.05.2011 ,Zentrale ,Tahiri
"","",Buch „Arabesques – Decorative
16.05.2011 ,Zentrale ,Art in Morocco“
19.05.2011 ,Zentrale ,Goldene Tischuhr mit Lupe
"","",Silberner Teller mit Sultan
29.05.2011 ,Zentrale ,Qaboos Grand Mosque Abbildung
"","",Brieföffner aus Zinn mit
"","",eingearbeitetem Platypus in roter
01.06.2011 ,Zentrale ,Samtbox
01.06.2011 ,Zentrale ,Schwarze Kängeruh Ledertasche
"","",Silberne Manschettenknöpfe in
02.06.2011 ,Zentrale ,Holzbox
02.06.2011 ,Zentrale ,Kugelschreiber in Holzbox
02.06.2011 ,Zentrale ,Schwazer Pullover
"","","Buch „150 Treasures“, Aukland"
02.06.2011 ,Zentrale ,War Memorial Museum
"","","Gerahmtes Bild, gold/rot,"
"","","vietnamesisches Motiv,"
05.06.2011 ,Zentrale ,Holzrahmen
10.06.2011 ,Zentrale ,Steinfigur „Hyjnesha ne fron“
"","",Bild „Virgin Mary Bethlehem“ mit
14.06.2011 ,Zentrale ,Perlmutrahmen
23.06.2011 ,Zentrale ,"Silberner Teller, rund, 15 cm"
"","",2 dunkelbraune hölzerne
23.06.2011 ,Zentrale ,Kerzenständer
"","",Burgunderfarbene Holzdose
"","",(lackiert) mit Jerusalem Abbildung
29.06.2011 ,Zentrale ,(silberfarben)
"","",Kleine Messingplatte mit
02.07.2011 ,Zentrale ,Abbildung Priesterseminar
"","",Blau-silberfarbene
04.07.2011 ,Zentrale ,„Parfümflasche“ ca. 25 cm
"","",Buch „Nelson Mandela-
04.07.2011 ,Zentrale ,Conversations with myself“
"","",Silberfarbener „Vuvuzela
04.07.2011 ,Zentrale ,Kugelschreiber“
"","",Notizblock mit Lederhülle verziert
04.07.2011 ,Zentrale ,mit bunter Perlenstickerei
02.07.2011 ,Zentrale ,„Firuz Plate“ Osmanli Collection
"","",Signiertes Foto des Kronprinzen
13.07.2011 ,Zentrale ,in schwarzem Rahmen
"","",Blassblaue Vase mit
13.07.2011 ,Zentrale ,Goldverzierungen
"","",Blau-weiss Teetassen und
14.07.2011 ,Zentrale ,Untertassen
14.07.2011 ,Zentrale ,Buch – Menos Tiempo Que Lugar
"","",Buch – Colombian Art – Santiago
14.07.2011 ,Zentrale ,Vélez
14.07.2011 ,Zentrale ,Decke in Leinensack (beige)
"","",Buch „Fiesta Grande Chiapa de
"","",Corzo“ in rotem Kasten mit bunter
16.07.2011 ,Zentrale ,Maske (Maske defekt)
16.07.2011 ,Zentrale ,Holzfigur Mann mit Hut
"","",Schildkröte bernsteinfarben auf
16.07.2011 ,Zentrale ,Koralle
"","",Silberfarbenes „Beetle Modell“ auf
16.07.2011 ,Zentrale ,schwarzem Sockel
16.07.2011 ,Zentrale ,DVD „Finca Hamburgo“
"","",Buch - Teothihuacan Ciudad De
16.07.2011 ,Zentrale ,Los Dioses
16.07.2011 ,Zentrale ,Buch – Comer Sano Vivir Mejor
"","",Buch – Artes Y Oficios En La
16.07.2011 ,Zentrale ,Buch – Arte Sano Artistas
"","",Buch - Muerte Sin Fin una
16.07.2011 ,Zentrale ,Cotidianeidad
"","",„Stadtschlüssel“ Tuxtla
16.07.2011 ,Zentrale ,bronzefarben in Holzbox
"","",Wall Art Panel Collection „Saka
20.07.2011 ,Zentrale ,Evidence“
11.07.2011 ,Zentrale ,DVD / CD Villa-Lobos
12.01.2011 ,Zentrale ,"Bildband, Reiseführer u. DVD"
10.02.2011 ,Zentrale ,Porzellan-Sammelteller
25.03.2011 ,Zentrale ,Metall-Samelteller
"","",Gerahmtes Foto von NLD Königin
"","",sowie Schale Royal Leerdam
12.04.2011 ,Zentrale ,Crystal
"","",Buch „The Secret History of the
08.06.2011 ,Zentrale ,Mongols“ in Holzschatulle
05.07.2011 ,Zentrale ,Medaille in Plastik
"","",Skizzen und
28.08.2010 ,Zentrale ,Wasserfarbenzeichnungen
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon –,"",""
Braun ,Zentrale ,2 gerahmte Mosaikbilder
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon –,"",""
Braun ,Zentrale ,Gerahmter Stich
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon –,"",""
Braun ,Zentrale ,Silbernes SDA Kaffee-Set
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon – ,"",Arabisches Duftset in
Braun ,Zentrale ,Samtschatulle
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon –,"",""
Braun ,Zentrale ,Bilderrahmen mit Miniaturen
Unbekannt -,"",""
gefunden,"",""
bei Sts-,"",""
Wechsel,"",""
Ammon –,"",""
Braun ,Zentrale ,Asiatisches Küchenbeil
"","","Deko-Teller aus Stein, mit"
01.07.2011 ,Zentrale ,Blumenmuster
"","","Schreibtischset, bestehend aus"
"","","Kugelschreiber, Lupe und"
"","",Brieföffner mit Holzgriffen in
01.07.2011 ,Zentrale ,Holzkiste
"","",kleines Schreibtischbild mit
"","","Gebäude in goldfarben, Aufschrift"
01.07.2011 ,Zentrale ,H.E.Mr. NGUYEN TAN DUNG
"","",Eisendose (rechteckig) mit
"","","Blumenmuster, blau in blauer"
01.07.2011 ,Zentrale ,Samtpackung
"","","Deko-Teller aus Stein, mit"
01.07.2011 ,Zentrale ,Blumenmuster
16.06.2011 ,Zentrale ,Royal Insigna Kugelschreiber
26.04.2011 ,Zentrale ,N.N.
06.09.2011 ,Pjöngjang ,N.N.
30.08.2011 ,Zentrale ,N.N.
05.07.2011 ,Zentrale ,N.N.
15.06.2011 ,Zentrale ,Präsident Obama
16.07.2011 ,Zentrale ,AM Mexico
21.07.2011 ,Zentrale ,Skatistan Kabul
21.07.2011 ,Zentrale ,Präsident Afghanistan
22.07.2011 ,Zentrale ,Gouverneur Marsar el sharif
12.08.2011 ,Zentrale ,AM Ägypten
09.08.2011 ,Zentrale ,Balkan Reise
10.08.2011 ,Zentrale ,Balkan Reise
11.08.2011 ,Zentrale ,Balkan Reise
11.08.2011 ,Zentrale ,Balkan Reise
14.07.2011 ,Zentrale ,AM Kolumbien
06.09.2011 ,Zentrale ,GS ASEAN
06.09.2011 ,Zentrale ,GS ASEAN
06.09.2011 ,Zentrale ,AM Portugal
12.09.2011 ,Zentrale ,AM Jordanien
13.09.2011 ,Zentrale ,AM'in Liechtenstein
14.09.2011 ,Zentrale ,AM Malta
14.09.2011 ,Zentrale ,Saudischer Botschafter
14.09.2011 ,Zentrale ,Vorsitzender Brasil Board,""
"","","","Über 1.000,-"
30.09.2011 ,Zentrale ,N.N.,""
30.09.2011 ,Zentrale ,N.N.,""
30.09.2011 ,Zentrale ,USA,""
30.09.2011 ,Zentrale ,Saudi-Arabien,""
30.09.2011 ,Zentrale ,Tunesien,""
30.09.2011 ,Zentrale ,Sultan von Brunei,""
30.09.2011 ,Zentrale ,Südkorea,""
30.09.2011 ,Zentrale ,Belgien,""
30.09.2011 ,Zentrale ,China,""
"","",Besuch Türkischer,""
30.09.2011 ,Zentrale ,Staatspräsident Gül,""
19.09.2011 ,Zentrale ,Präsident Türkei,""
18.09.2011 ,Zentrale ,Herrn Schapira,""
28.09.2011 ,Zentrale ,Governeur Mexiko,""
04.10.2011 ,Zentrale ,Niederlande Reise,""
18.10.2011 ,Paris ,N.N. ,"71,--"
31.10.2011 ,New Delhi ,N.N. ,"70,--"
11.10.2011 ,Zentrale ,AM Island,""
12.10.2011 ,Zentrale ,AM Ecuador,""
13.10.2011 ,Zentrale ,AM Türkei,""
"","","Minister European Union Affairs,"
13.10.2011 ,Zentrale ,Türkei
"","","Landwirtschaftsminister Italien,"
08.10.2011 ,Zentrale ,ANUGA Köln
"","","Landwirtschaftsminister Italien,"
08.10.2011 ,Zentrale ,ANUGA Köln
"","","Wirtschaftsminister Thailand,"
08.10.2011 ,Zentrale ,ANUGA Köln
"","","Wirtschaftsminister Thailand,"
08.10.2011 ,Zentrale ,ANUGA Köln
14.10.2011 ,Zentrale ,UN Institutionen Bonn
18.10.2011 ,Zentrale ,Präsident Uruguay
21.10.2011 ,Zentrale ,AM Peru
21.10.2011 ,Zentrale ,Tunesischer Botschafter
24.10.2011 ,Zentrale ,Secretary Chief Hongkong
25.10.2011 ,Zentrale ,Premierministerin Bangladesch
17.11.2011 ,Zentrale ,N.N.
"","",Traian Basescu Präsident
17.11.2011 ,Zentrale ,Rumänien
17.11.2011 ,Zentrale ,N.N.
01.11.2011 ,Zentrale ,AM Tadjikistan
01.11.2011 ,Zentrale ,AM Tadjikistan
28.10.2011 ,Zentrale ,AM Armenien
09.11.2011 ,Zentrale ,AM Albanien
17.11.2011 ,Zentrale ,Reise Turkmenistan
18.11.2011 ,Zentrale ,Außenminister Pakistan
18.11.2011 ,Zentrale ,Chief of Army Staff Pakistan
18.11.2011 ,Zentrale ,Chief of Army Staff Pakistan
18.11.2011 ,Zentrale ,Präsident Pakistan
18.11.2011 ,Zentrale ,Präsident Pakistan
19.11.2011 ,Zentrale ,Pakistan Reise
20.11.2011 ,Zentrale ,AM Italien
23.11.2011 ,Zentrale ,Wirtschaftsminister Costa Rica
28.11.2011 ,Zentrale ,Kronprinz Bahrain
28.11.2011 ,Zentrale ,Kronzprinz Bahrain
29.11.2011 ,Zentrale ,König Jordanien
"","",Botschafter Polen (Ende EU
30.11.2011 ,Zentrale ,Präsidentschaft)
02.12.2011 ,Zentrale ,AM Nigeria
05.12.2011 ,Zentrale ,Afghanistan Konferenz
05.12.2011 ,Zentrale ,Afg Konf – Vize AM Usbekistan
05.12.2011 ,Zentrale ,Afg Konf – AM Malysia
05.12.2011 ,Zentrale ,Afg Konf – AM Turkmenistan
05.12.2011 ,Zentrale ,Afg Konf – AM Turkmenistan
05.12.2011 ,Zentrale ,Afg Konf – AM Turkmenistan
05.12.2011 ,Zentrale ,Afg Konf – AM Indonesien
06.12.2011 ,Zentrale ,OSZE Konferenz,""
07.12.2011 ,Zentrale ,AM China,""
??? ,Zentrale ,Herren-Armbanduhr Tissot ,"350,--"
??? ,Zentrale ,Herren-Armbanduhr Tag Heuer,""
??? ,Zentrale ,Teller mit floralem Muster,""
??? ,Zentrale ,Vase mit Holzhalterung,""
15.09.2011 ,Zentrale ,Stiftschale,""
23.09.2011 ,Zentrale ,"Schale, blau, florale Muster, IRAN",""
??? ,Zentrale ,Bild mit goldfarbenen Rahmen,""
"",Zentrale ,N.N.,""
"","","Vorstand d. EnBW, Hrn.",""
"",Zentrale ,Baumgärtner,""
"",Zentrale ,N.N.,""
06.12.2011 ,Zentrale ,Botschafterin Oman,""
"","","übermittelt durch die Poststelle,",""
30.12.2011 ,Zentrale ,keine weiteren Angaben,""
04.01.202 ,Zentrale,"",""
20.12.2011 ,Zentrale ,silbernes Weihrauchbecken,""
20.12.2011 ,Zentrale ,goldene Manschettenknöpfe,""
20.12.2011 ,Zentrale ,silberne Lupe,""
20.12.2011 ,Zentrale ,Damenohrringe,""
20.12.2011 ,Zentrale ,Hugo Boss Eau de Toilette,""
"","",Manschettenknöpfe Fa.,""
04.01.2012 ,Zentrale ,Cottmann&Ludwig,""
28.12.2011 ,Zentrale ,Manschettenknöpfe,""
27.12.2012 ,Zentrale ,Manschettenknöpfe,""
28.12.2011 ,Zentrale ,Armbanduhr von Tissot ,"ca. 350,--"
"","",Handgefertigte Uhrenkiste aus,""
07.12.2011 ,Zentrale ,Kokosholz (dunkelbraun),""
05.12.2011 ,Zentrale ,Beiger Schal,""
"","",Oda Sherbet Cup – Osmanh,""
05.12.2011 ,Zentrale ,Collection (grün/gold),""
"","",Fotographien + 1 goldfarbene,""
"","","Münze in braunem,",""
15.12.2011 ,Zentrale ,flaschenförmigem Lederetui,""
15.12.2011 ,Zentrale ,CDs in grünem Etui,""
15.12.2011 ,Zentrale ,Bildband Aserbaidschan,""
16.12.2011 ,Zentrale ,Roter Teppich,""
"","",Buch „Akhalteke – our Pride and,""
"","","Glory“, Gurbanguly",""
16.12.2011 ,Zentrale ,Berdymukhamedov,""
"","",Buch „The Flight of Celestial,""
16.12.2011 ,Zentrale ,Race Horses“,""
"","",Buch „O Cavalo Arabe em,""
09.12.2011 ,Zentrale ,Portugal“ - Manuel H. D: Heleno,""
"","",Silberne Manschettenknöpfe in,""
09.12.2011 ,Zentrale ,kleiner schwarzer Box,""
09.12.2011 ,Zentrale ,Rot-blaue Krawatte,""
11.12.2011 ,Zentrale ,Stuben Glass – Vogelfigur,""
"","",Sammlung Glückwünsche zum,""
"","",40. Gebrutstag von Franz,""
11.12.2011 ,Zentrale ,Rosenzweig,""
16.01.2012 ,Zentrale ,Bonbonière aus Nickel,""
"","",Hugo Boss,""
05.01.2012 ,Zentrale ,Krawatte+Manschettenknöpfe,""
06.01.2012 ,Zentrale ,Schreibset der Fa. Daniel Hechter,""
04.01.2012 ,Zentrale ,"Femme de Montblanc, EdP 75ml",""
28.12.2011 ,Rom ,"EdT amorvero uomo, 50ml",""
20.12.2011 ,Zentrale ,Manschettenknöpfe RT,""
06.01.2012 ,Zentrale ,Schreibset der Fa. Parker mit Etui,""
23.01.2012 ,Zentrale ,silberne Kaffeekanne,""
16.01.2012 ,Zentrale ,EdP L'Instant de Guerlain,""
"","",Schlüsselring und,""
16.01.2012 ,Zentrale ,Halsschmuckanhänger,""
04.01.2012 ,Zentrale ,Teppich,""
"","",Fliesenbild blau/grün Töne in,""
10.01.2012 ,Zentrale ,goldfarbenem Rahmen,""
"","","Teller „Leptis Magna, the market“",""
10.01.2012 ,Zentrale ,(Goldtöne),""
10.01.2012 ,Zentrale ,CD „Musique Sera“,""
"","",Buch „To Axion Esti – Gepriesen,""
15.01.2012 ,Zentrale ,Sei“ - Odysseas Elytis,""
"","",Buch „Konstantinos Kavafis,""
15.01.2012 ,Zentrale ,Gedichte“,""
"","",David und Kim Okrant „Exotic,""
19.01.2012 ,Zentrale ,Hardwood Box“,""
"","",Silberner Wandteller mit GCC,""
03.02.2012 ,Zentrale ,Logo,""
"","",Friedenstaube aus Holz auf,""
06.02.2012 ,Zentrale ,Perlmut,""
"","","Hangestickter Tischläufer (rot,",""
06.02.2012 ,Zentrale ,"rosa, schwarz, grün)",""
"","",Silberfarbene Friedenstaube auf,""
06.02.2012 ,Zentrale ,dunklem Sockel,""
"","",Teller mit Verzierung aus 22,""
01.01.2012 ,Zentrale ,Karat Gold,""
01.01.2012 ,Zentrale ,Mosaikbild,""
01.01.2012 ,Zentrale ,Chinesische „Dekoration“,""
16.02.2012 ,Zentrale ,Armbanduhr von Tissot,""
16.02.2012 ,Zentrale ,Armbanduhr ,"70,--"
"","",hochwertige Armbanduhr von,""
15.03.2010 ,Zentrale ,"Gedenkmünze 50,-- silber ","","160,--"
"","",Löwenfigur Nymphenburger,"",""
04.02.2012 ,Zentrale ,Porzellan,"",""
05.02.2012 ,Zentrale ,Aalto vase miniature collectibles,"",""
"","",Gemälde orange mit,"",""
"","",Pferdemotiven in,"",""
"","",Holzlederrahmen in brauner,"",""
07.02.2012 ,Zentrale ,Holzkiste,"",""
"","",Oikos Texture Collection in,"",""
13.02.2012 ,Zentrale ,Holzbox,"",""
"","",„Holzschnitzerei“ mit braunem,"",""
14.02.2012 ,Zentrale ,Sockel,"",""
"","",Handgemachter Keramikteller mit,"",""
13.02.2012 ,Zentrale ,Blattmotiv,"",""
"","",Vergoldete Nachbildung „Huaca“,"",""
17.02.2012 ,Zentrale ,in braunem Holzrahmen,"",""
13.02.2012 ,Zentrale ,Silberner Schlüsselring,"",""
17.02.2012 ,Zentrale ,Grubenlampe,"",""
24.02.2012 ,Zentrale ,2 Drucke handsigniert,"",""
29.02.2012 ,Zentrale ,Pferdestatue (silber),"",""
16.01.2012 ,Asmara ,Herren-Armbanduhr Jaguar ,"","ca. 500,--"
13.02.2012 ,Kiew ,Herren-Armbanduhr ,"","ca. 70,--"
"","",Zwei Silber-Gedenkmünzen,"",""
"","",Schmuckanhänger+Manchettenk,"",""
23.02.2012 ,Zentrale ,nöpfe Halbedelstein,"",""
"","","Füllhalter Montblanc, Meisterstück","",""
17.02.2012 ,Prag ,mit Gravur Skoda ,"","ca. 350,--"
"","",2 Moccatassen und,"",""
"","",Gebäckschale (Kütahya,"",""
"","",Porzellan) Souvenirteller aus,"",""
21.02.2012 ,Zentrale ,Marmor,"",""
"","",Kunsthandwerk Silber in
07.03.2012 ,Zentrale ,schwarzem Rahmen
06.03.2012 ,Zentrale ,Buch „Geometrie der Nacktheit“
06.03.2012 ,Zentrale ,"Moser Gläser, 6 Stück"
"","",Wandteppich „Mann mit Hirsch“
07.03.2012 ,Zentrale ,(Erdtöne)
07.03.2012 ,Zentrale ,8 Münzen in lackierter Holzbox
08.03.2012 ,Zentrale ,Wanduhr mit Dorfmotiv (Kupfer)
"","",Ovale goldfarbene Plakette in
11.03.2012 ,Zentrale ,grüner Box
11.03.2012 ,Zentrale ,Gerahmtes Foto BM mit GS GCC
11.03.2012 ,Zentrale ,Handbemalter Holzteller
"","",Nachbildung aus Terrakotta von
