2 Fl. Wein , Bundesministerium für wirtschaftliche Zusammenarbeit, 2012/12/﻿11, < 25,00, dienstlich verwendet, BMZ, true, 0
Rausch Schokolade , Bundesministerium für wirtschaftliche Zusammenarbeit, 2012/12/18, 25,00 - 75,00, dienstlich verwendet, BMZ, true, 0
1 hölzerne Gedenkplakette , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/02/25, < 25,00, Tombola, BMZ, false, 0
1 Holzkästchen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/02/25, < 25,00, Spende, BMZ, false, 0
1 Tuch , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/02/25, < 10,00, Tombola, BMZ, false, 0
1 Damenkleid , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/02/25, 25,00 - 75,00, Tombola, BMZ, false, 0
Mongolei-Reise Münzsammlung Great Khans of the Mongol Empire 1206-1368 , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/05/13, < 25,00, nicht, BMZ, false, 0
Uhr Baganuur Joint Stock Company, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/05/13, n.a., Tombola, BMZ, false, 0
Holzkiste incl. Historisches Buch über die Geschickte der Mongols, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/05/13, n.a., Tombola, BMZ, false, 0
Besuchergruppe aus Baden-Württemberg 1 Flasche Wein, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/05/15, n.a., Tombola, BMZ, false, 0
Holzbrett/Holztafel (gepresstes Holz) mit einer christlichen Holzfigur. , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/06/28, < 25,00, Tombola, BMZ, false, 0
Ein Bild, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/07/03, n.a., Tombola, BMZ, false, 0
1 Flasche Champagner, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/07/09, n.a., Tombola, BMZ, false, 0
1 Laptoptasche, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/07/11, n.a., Tombola, BMZ, false, 0
Fleisch, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/07/16, n.a., entsorgt, BMZ, false, 0
1 Halskette aus Tigeraugen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/10/29, 25,00 - 75,00, Tombola, BMZ, false, 0
Juve Handbuch Wirtschaftskanzleien , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/10/30, 25,00 - 75,00, dienstlich verwendet, BMZ, true, 0
2 Flaschen Bier, 1 Kochbuch, 0,448 Kg Fleisch, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/05, n.a., n.a., BMZ, false, 0
Max Lingner "Das Spätwerk 1949- 1959 , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/05, 25,00 - 75,00, dienstlich verwendet, BMZ, true, 0
1 Buch 1 kleine Holzfigur , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/06, 25,00 - 75,00, Spende, BMZ, false, 0
1 Buch - "Mama Muh räumt auf" , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/15, < 25,00, privat verwendet, BMZ, true, 0
1 braune Handtasche, 1 grüner Schal, Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/20, n.a., Tombola, BMZ, false, 0
1 Stofftasche, 1 Kalender und 1 Tischläufer mit 3 Kissenbezügen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/27, < 25,00, privat verwendet, BMZ, true, 0
1 Ammonit 1 Briefmarkensammlung , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/11/28, < 25,00, privat verwendet, BMZ, true, 0
1 Kupfertisch 1 Bild , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/12, < 25,00, Tombola, BMZ, false, 0
Kalender , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/16, < 10,00, privat verwendet, BMZ, true, 0
Kalender von der GIZ , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/20, < 10,00, dienstlich verwendet, BMZ, true, 0
Pralinen Säckchen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/20, < 10,00, dienstlich verwendet, BMZ, true, 0
Pralinenschachtel , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/20, < 10,00, dienstlich verwendet, BMZ, true, 0
Rucksack , Bundesministerium für wirtschaftliche Zusammenarbeit, 2013/12/20, 25,00, 75,00, BMZ, false, 0
1 DVD Lang Lang Simon Rattle, Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/07, n.a., Tombola, BMZ, false, 0
1 Dokumentenmappe 1 Bild mit Holzbilderrahmen, Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/24, n.a., Tombola, BMZ, false, 0
1 Tischdecke aus Baumwolle 80x80, Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/24, n.a., Tombola, BMZ, false, 0
1 Tischläufer aus Baumwolle, Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/24, n.a., Tombola, BMZ, false, 0
1 Behälter mit 12 Untersätzern, Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/24, n.a., Tombola, BMZ, false, 0
Sonderdrucke , Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/01/30, < 25,00, dienstlich verwendet, BMZ, true, 0
1 Kalender , Bundesministerium für wirtschaftliche Zusammenarbeit, 2014/02/07, < 25,00, dienstlich verwendet, BMZ, true, 0
Messingkaraffe , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/01/05, < 25,00, privat verwendet, BMZ, true, 0
kleine Teedose m. Beuteltee , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/01/06, < 25,00, privat verwendet, BMZ, true, 0
Kochbuch -Körbchen 3 Gewürztütchen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/01/14, < 25,00, privat, BMZ, false, 0
Bastdose mit Tee , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/01/14, < 25,00, Tombola, BMZ, false, 0
Holzkästchen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/02/24, < 25,00, privat verwendet, BMZ, true, 0
Kochbuch der GIZ , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/03/16, < 25,00, privat verwendet, BMZ, true, 0
kleiner Elefant aus Marmor , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/04/21, < 25,00, privat verwendet, BMZ, true, 0
1 Buch ca. , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/04/29, 25,00, Tombola, BMZ, false, 0
Ammoniten-Mamorplatte , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/05/06, 25,00 - 75,00, Tombola, BMZ, false, 0
1 Flasche (Rum) , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/05/27, < 25,00, Tombola, BMZ, false, 0
1 Schal der Firma (Gobi) , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/05/27, 75,00, Tombola, BMZ, false, 0
2 CD von Carlos Vives , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/06/09, < 25,00, privat verwendet, BMZ, true, 0
500 gr. Kolumbianischer Kaffee , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/06/09, < 25,00, dienstlich verwendet, BMZ, true, 0
Rollbild , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/06/25, < 25,00, dienstlich verwendet, BMZ, true, 0
Adapter von SKROSS , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/07/16, 25,00 - 75,00, Tombola, BMZ, false, 0
Krawatte , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/07/17, < 25,00, privat verwendet, BMZ, true, 0
beigefarbener Schal , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/08/07, < 25,00, Tombola, BMZ, false, 0
beigefarbener Schal , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/08/07, < 25,00, Tombola, BMZ, false, 0
Einladung Konzert , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/10, 75,00, Spende, BMZ, false, 0
