Münzsammlung , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/23, 25,00 - 75,00, Tombola, BMZ, false, 0
Einladung Konzert , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/23, 75,00, Spende, BMZ, false, 0
Einladung Konzert , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/23, 75,00, Spende, BMZ, false, 0
Einladung Konzert , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/25, 75,00, Spende, BMZ, false, 0
Bild A3 mit nigrischen Metallformen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/09/30, < 25,00, dienstlich verwendet, BMZ, true, 0
Einladung Konzert , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/10/01, 75,00, Spende, BMZ, false, 0
1 Straußenei , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/10/01, 25,00 - 75,00, Spende, BMZ, false, 0
Schlüsselanhänger u. 4 Serviettenringe , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/11/12, < 25,00, privat verwendet, BMZ, true, 0
Adventskalender , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/04, < 25,00, dienstlich verwendet, BMZ, true, 0
3 kl. Holzboxen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/09, < 25,00, dienstlich verwendet, BMZ, true, 0
kleiner Teppich , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/09, < 25,00, privat verwendet, BMZ, true, 0
Wandkalender , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/09, 25,00 - 75,00, dienstlich verwendet, BMZ, true, 0
Notizbuch + Stift, Halstuch , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/14, 25,00 - 75,00, Spende, BMZ, false, 0
je ein Bild m. Holzrahmen (Schriftzug) , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/17, < 25,00, dienstlich verwendet, BMZ, true, 0
Buch "Spacebook" , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/17, < 25,00, privat verwendet, BMZ, true, 0
Schal , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/17, 25,00 - 75,00, Tombola, BMZ, false, 0
Pralinen , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/18, < 25,00, dienstlich verwendet, BMZ, true, 0
Öl-Flasche , Bundesministerium für wirtschaftliche Zusammenarbeit, 2015/12/21, < 25,00, privat verwendet, BMZ, true, 0
Buch "Wie wir Deutschen ticken" , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/05, < 25,00, Tombola, BMZ, false, 0
Fotobuch mit Elefantenmotiv , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/07, < 25,00, Tombola, BMZ, false, 0
Bildband, CD, türkische Pralinen Izmir , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/08, < 25,00, privat verwendet, BMZ, true, 0
LED-USB-Taschenlampe , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/11, 25,00 - 75,00, Tombola, BMZ, false, 0
Aktentasche (schwarz), Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/14, n.a., Tombola, BMZ, false, 0
2 Karnevalskarten , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/01/19, 25,00 - 75,00, Spende, BMZ, false, 0
Flasche Vodka , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/02/17, 25,00 - 75,00, Tombola, BMZ, false, 0
1 CD , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/02/24, < 25,00, Tombola, BMZ, false, 0
Flache Vodka , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/02/24, 25,00, 75,00, BMZ, false, 0
1 CD , Bundesministerium für wirtschaftliche Zusammenarbeit, 2016/02/24, < 25,00, Tombola, BMZ, false, 0
