1 Motivteller bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
"1 Mini-Bildband Australien, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
"Broschüren zur Stadtinformation, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
1 Etui mit Nagelpflegeutensilien (mit Aufdruck) bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
1 Fächer bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
"15-teiliges Besteckset, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
"1 Notizzettelhalter, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Abgabe Dienstherr, BMAS, success
1 ungefülltes Schmuckkästchen bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
1 Flache Wein bei Vortrag beim Deutschen Bauernverband, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/3/18, Behalten, BMAS, success
Pralinen von Leonidas als Präsent zum Jahreswechsel/Dank für Zusammenarbeit, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/11, Behalten, BMAS, success
Wandkalender für Infogespräch mit Integrationsamt Berlin, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/3, Behalten, BMAS, success
1 Etui mit Nagelpflegeutensilien (mit Aufdruck) bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
"Broschüren zur Stadtinforamtion, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
1 Motivteller bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
1 ungefülltes Schmuckkästchen bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
"1 Notizzettelhalter, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Abgabe Dienstherr, BMAS, success
"15-teiliges Besteckset, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
1 Fächer bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
"1 Mini-Bildband Australien, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten (Dienstgebrauch), BMAS, success
1 Minibildband Neuseeland bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
1 Briefbeschwerer bei Teilnahme am internationalen Workshop in Seoul (31.08.-05.09.2011), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
Taschenbuch von der Arbeitsgemeinschaft für Betriebl. Altersvorsorge eV)., Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/2, Abgabe Dienstherr, BMAS, success
Notizbuch als Weihnachtsgeschenk und Buch als Dank für die geleistete Arbeit im Projektbeirat, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/25, Behalten, BMAS, success
"Kl. Buch m. Sachgeschichten, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/28, Behalten (Dienstgebrauch), BMAS, success
65 g Lindt-Weihnachtsschokolade als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/14, Behalten, BMAS, success
Holzstern als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/14, Behalten, BMAS, success
Monatskalender 2011 (Eigenherstellung des ICP) als Neujahrsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/14, Behalten, BMAS, success
Schwarzwälter Schiken Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/16, Behalten, BMAS, success
Christstollen als Aufmerksamkeit für Weihnachten, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/15, Behalten, BMAS, success
Kiste mit sechs Pears (Birnenfrüchte) als Weihnachts-/Neujahrsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/10, Behalten, BMAS, success
Publikation: The White House - The History Of An American Idea bei Veranstaltung im BMAS zur deutschen Arbeitsmarktpolitik, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/10, Behalten, BMAS, success
Thermobecher, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/18, Behalten, BMAS, success
"Schreibblock, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/18, Abgabe Dienstherr, BMAS, success
Mittagessen Deutscher Landkreistag, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/18, Behalten, BMAS, success
"Tischuhr (versilbert) bei Besuch einer niederländischen Delegation, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/13, Abgabe Dienstherr, BMAS, success
1 Thermobecher mit dem LOGO IAS im Zuge der Zusammenarbeit, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/17, Behalten, BMAS, success
CeBIT-Karte Hannover, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/14, Behalten (Dienstgebrauch), BMAS, success
Grillfest ehem. Kollegen am Rhein/Nutzung Tiefgarage + Imbiss, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/4/12, Behalten, BMAS, success
"Buch ""Zeitbombe Internet"" als Weihnachtspräsent", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/19, Behalten, BMAS, success
"Eintrittskarte Bundesgartenschau Koblenz, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/7, Abgabe Dienstherr, BMAS, success
"Flasche Wein (Staatliche Weinbaudomäne Oppenheim, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/26, Behalten (Dienstgebrauch), BMAS, success
Flasche Wein (Wachtenburg Secco weiß trocken), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/26, Behalten, BMAS, success
Kalender, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/4, Behalten, BMAS, success
Adventskalender, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/4, Behalten, BMAS, success
Wandkalender als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/21, Behalten, BMAS, success
Wandkalender Ikebana 2012, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/29, Behalten, BMAS, success
Stickereimotive (im Plastikrahmen) am 11.11.2010, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/10, Behalten, BMAS, success
Bild bei Besuch einer Delegation aus China am 02.11.2010, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/10, Behalten, BMAS, success
Qayang Golek (Schattenpuppe aus Plastik) bei Besuch einer Delegation aus Indonesien am 20.12.2010, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/10, Behalten, BMAS, success
3 Flaschen Sekt, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/20, Behalten, BMAS, success
1 Küchenmesser (Obstmesser) aus Solingen mit vergoldeter Klinge bei Implementierungsreise Stadt Solingen, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/10/27, Behalten, BMAS, success
Vase als Gastgeschenk für Teilnahme am ASEM-Forum in Vietnam, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/4/27, Behalten, BMAS, success
Krawatte als Gastgeschenk bei bilateralem Gespräch zur Vertiefung der Zusammenarbeit mit dem vietnamesischen Partnerministerium, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/4/27, Behalten, BMAS, success
"Buch ""Fußballgötter und ihre Philosophien""", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/8/1, Abgabe Dienstherr, BMAS, success
1 Flasche Wein bei Verwanstaltung am 25.08.11 bei GDA, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/10/27, Behalten, BMAS, success
"DVD, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/10/19, Behalten (Dienstgebrauch), BMAS, success
"Buch ""Arme habe ihr allezeit"" ", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/22, Behalten, BMAS, success
Taschenbuch von der Arbeitsgemeinschaft für Betriebl. Altersvorsorge eV)., Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/2, Abgabe Dienstherr, BMAS, success
"DVD, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/10/19, Behalten (Dienstgebrauch), BMAS, success
"Relief Wandkalender 2012 der Deutschen Zentralbücherei für Blinde in Leipzig (DZB) - ""chinesische Tierkreiszeichen im Braille-Druck""", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/29, Behalten, BMAS, success
Wandkalender als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/15, Behalten, BMAS, success
Brettspiel Kick it, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/3, Behalten, BMAS, success
"Buch ""Das Krebs Buch"" ", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/24, Abgabe Dienstherr, BMAS, success
"Ein vierfarbiger Siebdruck von Peter Steiner und Regina Steiner nach einem Entwurf der Künstler für die Sonderbriefmarke ""Altstadt Regensburg"" der BRD als Weihnachtsgruß", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/13, Abgabe Dienstherr, BMAS, success
Taschenkalender unaufgefordert zugesandt, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/21, Behalten, BMAS, success
"1 Päckchen grüner Tee, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/27, Abgabe Dienstherr, BMAS, success
Wandkalender als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/8, Behalten, BMAS, success
Flasche Wein (Wachtenburg Secco weiß trocken), Bundesministerium fuer Arbeit und Soziales, 2015, 2011/8/1, Behalten, BMAS, success
"Buch ""Ich arbeite in einem Irrenhaus"" bei 1 Jahr Zeitchancen ", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/19, Behalten, BMAS, success
1 Küchenmesser (Obstmesser) aus Solingen mit vergoldeter Klinge bei Implementierungsreise Stadt Solingen am 16.09.2011, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/21, Behalten, BMAS, success
Unaufgeforderte Zusendung des Stat. Jahrbuchs 2011 des Stat. Bundesamtes, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/10/11, Abgabe Dienstherr, BMAS, success
3 Flaschen Sekt Zusendung per Post nach Begleitung der Ministerin zu einem Termin bei der Henkell Senktkellerei, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/20, Behalten, BMAS, success
"Übernachtungskosten im Hotel Kloster, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/14, Abgabe Dienstherr, BMAS, success
"Kleine Schachtel Pralinen von Lindt (Creola) bei Vortragsrehie zum Inkrafttreten der reformierten Unfallverhütungsvorschrift ""Betriebsärtze und Fachkräfte für Arbeitssicherheit""", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/16, Behalten, BMAS, success
Bronzeabbild Pferde mit Wagen auf Holz bei Übergabe bei chin. Delegation bei ehrenamtlicher Tätigkeit (Vortrag), Bundesministerium fuer Arbeit und Soziales, 2015, , Abgabe Dienstherr, BMAS, success
"Buch ""Fußballgötter und ihre Philosophien"" von Arbeitgeberverband Pflege unaufgefordert zugesandt", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/12, Behalten, BMAS, success
"Druckbleistift, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/8, Behalten, BMAS, success
Herrenarmbanduhr Bocchia Titanium bei Hauptstadtkongress der Offensive Mittelstand am 12.05.2011 im BMAS Berlin, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/6, Abgabe Dienstherr, BMAS, success
"1 Stück Schwarzwälder Schinken als Weihnachtsgruß eines Partners des betreuten INQA-Initiativkreises ""Offensive Mittelstand""", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/14, Behalten, BMAS, success
Koreanische Lackdose als Gastgeschenk für den Empfang einer koreanischen Delegation, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/14, Behalten, BMAS, success
Nagelpflegeetui, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/3/28, Behalten, BMAS, success
Wein: Südtiroler Sauvignon 2008 als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/14, Behalten, BMAS, success
1 Flasche Wein als Aufmerksamkeit zu Weihnachten, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/21, Behalten, BMAS, success
"Kommentar zum Kündigungsschutzgesetz (Thüsing/Laux/Lembke, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/3, Abgabe Dienstherr, BMAS, success
"Vierfarbiger Offsetdruck von Olaf Jäger ""Limburg a.d.Lahn"" als Weihnachtsgruß ", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/5, Abgabe Dienstherr, BMAS, success
Handbuch der gesetzl. Rentenversicherung SGB VI von Luchterhand anläßlich FNA-Jahrestagung bei DRV Bund, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/27, Abgabe Dienstherr, BMAS, success
"Buch ""Der Streit um die Existenz des Menschen"" von Jósef Tischner", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/1, Abgabe Dienstherr, BMAS, success
"Unaufgeforderte Zusendung der Sozialversicherungsgesetze 2011 Gesamt- und Kompaktausgabe SGB IV, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/14, Behalten (Dienstgebrauch), BMAS, success
Rotweinflasche bei Rede auf einer Konfrerenz des Instituts für Versicherungswirtschaft, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/16, Behalten, BMAS, success
Pistolen-Ratschen-Magazin-Schraubendreher mit LED-Licht unaufgeforderte Zusendung, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/2/15, Behalten, BMAS, success
"unaufgeforderte Zusendung einer Flasche Wein (Riesling) von Euroforum Deutschland SE, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/3/9, Behalten (Dienstgebrauch), BMAS, success
"Flasche Brut Magnum im Rahmen einer Veranstaltung ""MCC Zukunftsmarkt Altersvorsorge""", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/3/14, Behalten, BMAS, success
Geschenkpaket mit drei Flaschen Olivenöl á 250 ml im Rahmen 2. Staatssekretärskonsultation zur deutsch-griechischen Partnerschaftsinitiative, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/3/17, Behalten, BMAS, success
Polnische Wetterlampe bei Eröffnungsrede auf dem Verbandstag des Berufsverbands Die Führungskräfte, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/4/14, Abgabe Dienstherr, BMAS, success
"Kunstwerk bestehend aus Miniatur-Zulu-Schild und Waffen, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/4/29, Behalten, BMAS, success
"Buch ""Was trägt, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/5/9, Abgabe Dienstherr, BMAS, success
2 Flaschen Sekt bei Rede beim Jahresempfang des Deutschen Caritasverbandes am 11.05.2011, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/5/18, Behalten, BMAS, success
Chinesische Tischdecke bei Gespräch mt chin. Delegation zur Rentenpolitik, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/8, Abgabe Dienstherr, BMAS, success
"Buch ""Arme habe ihr allezeit"" bei Gespräch mit Vertretern des Diakonischen Werkes in Hessen und Nassau", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/21, Abgabe Dienstherr, BMAS, success
"1 Packung Minitrüffel Meistervariationen; Feinste Pralinenauslese 200 g, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/21, Behalten (Dienstgebrauch), BMAS, success
"1 Flasche Weißwein, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/6/16, Behalten (Dienstgebrauch), BMAS, success
"1 Flasche Champagne Heidsieck Monopole Cuvée Prestige, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/4, Behalten (Dienstgebrauch), BMAS, success
"Buch ""Risiken kalkulierbar machen"" ", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/6, Abgabe Dienstherr, BMAS, success
Album: Die Postwertzeichen der Bundesrepublik Deutschland 2010 bei Termin mit Präsident Deutsche Rentenversicherung Bund, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/7, Abgabe Dienstherr, BMAS, success
"Zwei Holzkreisel, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/25, Behalten (Dienstgebrauch), BMAS, success
"Buch ""Erwachsene Nachbarschaft"", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/7/8, Abgabe Dienstherr, BMAS, success
"Ein Buch ""Der genormte Blick aufs Fremde"", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/8/8, Abgabe Dienstherr, BMAS, success
Ein Päckchen mit japanischem Reisgebäck (300 g) bei Begrüßung einer jap. Gruppe junger Berufstätiger im Rahmen des Deutsch-Jap. Austauschsprogramms am 04.08.11, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/8/18, Behalten, BMAS, success
Adventskalender mit Schokoladenfüllung von Vivento zur Weihnachtszeit, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/16, Behalten, BMAS, success
"Buch ""Helfen macht müde"" für Vorbereitung der Gesundheitsvorträge (Burnout/Stress) am 19.09. und 22.09.2011 im BMAS", Bundesministerium fuer Arbeit und Soziales, 2015, 2011/9/27, Behalten, BMAS, success
Stollen als Weihnachtsgruß, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/12/5, Behalten, BMAS, success
Orchidee im Übertopf anläßlich Verabschiedung in Mutterschutz und Elternzeit, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/1/3, Behalten, BMAS, success
Kompass übersandt von der SOKA-Bau i. Z. mit einer Einladung Gipfeltreffen mit Reinhold Messner, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/5/16, Abgabe Dienstherr, BMAS, success
"Übernachtungskosten im Hotel Kloster, Bundesministerium fuer Arbeit und Soziales, 2015, 2011/11/14, Abgabe Dienstherr, BMAS, success
"1 Schreibblock, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/2, Abgabe Dienstherr, BMAS, success
2 Dreimonatskalender als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/2, Behalten, BMAS, success
"CD ""Musik auf Villa Hügel 2011""", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/2, Behalten, BMAS, success
Drei Weinflaschen als Weihnachtspräsent von IFOK, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/2, Abgabe Dienstherr, BMAS, success
"Weihnachtspräsent Buch ""Der Mann, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/3, Behalten (Dienstgebrauch), BMAS, success
"Wandkalender ""Schlösser und Herrenhäuser in Mecklenburg-Vorpommern""", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/3, Behalten, BMAS, success
"Kalender 2012 ""Schlösser und Herrenhäuser in Mecklenburg-Vorpommern""", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/4, Behalten, BMAS, success
Kalender als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/17, Behalten, BMAS, success
Briefmarken als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/17, Behalten, BMAS, success
Weihnachtsbäumchen als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/17, Behalten, BMAS, success
Lindt Pralinen als Dank für die gute Zusammenarbeit, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/18, Behalten, BMAS, success
Unaufgeforderte Zusendung von drei Exemplaren der 8. Auflage des EU-Arbeitsrechts, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/19, Abgabe Dienstherr, BMAS, success
Unaufgeforderte Werbezusendung (Hammer mit der Aufschrift WÜRTH- Neujahrswünsche), Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/24, Behalten, BMAS, success
Geschenkgutschein von Douglas bei Gespräch mit einer Verlagsvertreterin der Holzmann Medien, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/25, Behalten, BMAS, success
Vogeldach mit Meisenknödel bei Ordentsveranstaltung des BMAS, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/27, Behalten, BMAS, success
Vogelhäuschen (bestehend aus Holzdach und Schnur mit Vogelfutter), Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/27, Behalten, BMAS, success
"Give away (Vogelhaus, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/1/30, Behalten (Dienstgebrauch), BMAS, success
Vogelhäuschen (nur ein Dach) mit Meisenknödel, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/1, Behalten, BMAS, success
Vogelhausdach mit Meisenknödel, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/6, Behalten, BMAS, success
CD als Anlage eines Briefes der PEAG mit Glückwünschen zum neuen Jahr, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/7, Behalten, BMAS, success
"Präsentkorb mit zwei Dosen Wurst, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/7, Behalten (Dienstgebrauch), BMAS, success
Eine Flasche Weißwein als unaufgeforderte Zusendung als Dankeschön für Mitwirken am Handelsblatt-Newsletter, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/9, Behalten, BMAS, success
"Sozialversicherungsgesetze 2012, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/9, Abgabe Dienstherr, BMAS, success
10 Kugelschreiber mit Werbeaufdruck im Rahmen einer Besprechung, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/10, Behalten, BMAS, success
10 Kugelschreiber mit Werbeaufdruck im Rahmen einer Besprechung, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/10, Behalten, BMAS, success
Flasche Wein als Weihnachtspräsent, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/23, Behalten, BMAS, success
Taxifahrt nach Ende der Besprechung zum Flughafen Frft./Main (Sitzung bei der ITSG im Rahmen eines Projektes), Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/24, Behalten (Dienstgebrauch), BMAS, success
Mittagessen mit Sozialreferentin der hiesigen Botschaft Bulgarien im Rahmen der Kontaktpflege, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/27, Behalten (Dienstgebrauch), BMAS, success
Mittagessen mit Sozialreferentin der hiesigen Botschaft Bulgarien im Rahmen der Kontaktpflege, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/27, Behalten (Dienstgebrauch), BMAS, success
Taschenbuch bei Gespräch mit einer Delegation des türkischen Arbeits- und Sozialministeriums, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/28, Behalten, BMAS, success
Gebäck Cagri Pastaneleri, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/28, Behalten, BMAS, success
"Vierbändige Taschenbuchausgabe ""Französische Dichtung"" Verlag C.H.Beck bei Empf. einer Schulklasse im Rahmen des deutsch-franz. ""Entdeckungstages""", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/2/29, Abgabe Dienstherr, BMAS, success
1 Chinesisches Buch bei Treffen der Chin. Delegation, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/3/16, Abgabe Dienstherr, BMAS, success
1 Blumenstrauß, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/10, Behalten, BMAS, success
Bünting Tee in 500 gr. Dose, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/16, Behalten, BMAS, success
Einladung der Schwerbehindertenvertretung Deutschland AG zu einem Abendessen, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/17, Behalten (Dienstgebrauch), BMAS, success
"Kugelschreiber, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/23, Behalten (Dienstgebrauch), BMAS, success
"Forschungsbericht ""Discover Korea in Public Administration"" bei Info-Veranstaltung von koreanischen Wissenschaftlern", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/23, Abgabe Dienstherr, BMAS, success
"Kugelschreiber im Set, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/4/30, Behalten (Dienstgebrauch), BMAS, success
"Buch ""Chef, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/3, Behalten (Dienstgebrauch), BMAS, success
"Buch ""Die tarifvertraglich gestützte Entgeltumwandlung im Betriebsübergang"" ", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/10, Abgabe Dienstherr, BMAS, success
"1 Flasche Wein, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/15, Behalten (Dienstgebrauch), BMAS, success
"Halstuch, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/16, Behalten (Dienstgebrauch), BMAS, success
"1 Flasche ""Ahr Spätburgunder"" Qualitätswein bei Vortrag des Bundesverbandes der Ärztinnen und Ärzte des öff. Gesundheitswesens", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/21, Behalten, BMAS, success
"1 0, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/21, Behalten (Dienstgebrauch), BMAS, success
Mittagessen auf Einladung der GF des Instituts der Dt. Wirtschaft am 01.06.2012, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/21, Behalten (Dienstgebrauch), BMAS, success
"1 Flasche ""Grüner Markgräfler"", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/29, Abgabe Dienstherr, BMAS, success
Stoppuhr von SOKA-BAU anlässlich des Parlamentarischen Abends am 13.06.2012, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/5/31, Behalten, BMAS, success
3 Flaschen Wein bei Vortrag im Rahmes eine Seminars, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/4, Abgabe Dienstherr, BMAS, success
Bewirtung bei Geschäftsessen, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/22, Behalten, BMAS, success
Flaschenöffner bei Jahrestagung BMAS- Künstlersozialkasse, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/22, Behalten, BMAS, success
"Ansichtsteller ""Mongolia 2012"" und Buch ""Minerals of Mongolia"" bei Besuch einer mong. Delegation am 18.06.2012", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/25, Behalten, BMAS, success
3-D-Holzbild von Delegation aus Singapur am 14.06.2012, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/25, Abgabe Dienstherr, BMAS, success
Flaschenöffner bei Jahrestagung BMAS- Künstlersozialkasse, Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/25, Behalten, BMAS, success
"Buch ""Bewegungsspaß mit Wirkung"" bei Gespräch mit dem Förderverein Psychomotorik Bonn ", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/25, Behalten, BMAS, success
"Medaille ""Freundschaft"" der Mongolei bei mong. Nationalfeiertag", Bundesministerium fuer Arbeit und Soziales, 2015, 2012/6/26, Behalten, BMAS, success
