Porzellanteller und -flasche, Auswärtiges Amt, 2015/09/18, , Geschenkelager, AA, fail\nVase, Auswärtiges Amt, 2015/09/18, , Geschenkelager, AA, fail
Boot, Porzellan, Auswärtiges Amt, 2015/09/21, , Geschenkelager, AA, fail
Kanne, Auswärtiges Amt, 2015/09/21, , Geschenkelager, AA, fail
Zuckerdose, Auswärtiges Amt, 2015/09/21, , Geschenkelager, AA, fail
Milchkännchen, Auswärtiges Amt, 2015/09/21, , Geschenkelager, AA, fail
Tassen, Untertassen, Auswärtiges Amt, 2015/09/21, , Geschenkelager, AA, fail
Kanne, Auswärtiges Amt, 2015/09/22, , Geschenkelager, AA, fail
Milchkännchen, Auswärtiges Amt, 2015/09/22, , Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/09/22, Zuckerdose ,Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/09/22, Untertassen ,Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/09/22, Tassen ,Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/09/21, Acryl auf Leinwand ,Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/09/30, gerahmtes Bild zisil. Blume, Silber ,Geschenkelager, AA, fail
Zentrale , Auswärtiges Amt, 2015/04/14, Holzschachtel mit "Pfauenbild" ,Geschenkelager, AA, fail
